2026-07-11 20:17:51 | INFO     | jarvis | __init__:53 | Ollama client initialized - URL: http://localhost:11434, Model: llama2
2026-07-11 20:53:26 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:53:26 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 20:53:26 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:53:26 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:53:26 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:53:26 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:53:26 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:53:26 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:53:26 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 20:53:26 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:53:26 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:53:26 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:53:26 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-11 20:53:26 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 20:53:26 | INFO     | jarvis | check_connection:77 | Ollama connection successful
2026-07-11 20:53:26 | INFO     | jarvis | list_models:100 | Available models: ['tinyllama:latest', 'llama2:latest', 'qwen2.5-coder:7b']
2026-07-11 20:53:26 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 20:53:26 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 20:53:26 | INFO     | jarvis | load_projects:227 | Loaded 3 projects from workspace
2026-07-11 20:53:26 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 20:53:26 | INFO     | jarvis | __init__:39 | Conversation history initialized (max 50 turns)
2026-07-11 20:53:26 | INFO     | jarvis | __init__:137 | Chat manager initialized
2026-07-11 20:53:26 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:53:26 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:53:26 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 20:53:26 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:53:26 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:53:26 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:53:26 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-11 20:53:26 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:53:26 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:53:26 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:53:26 | INFO     | jarvis | __init__:62 | Jarvis agent initialized
2026-07-11 20:53:28 | INFO     | jarvis | process_message:80 | Processing message: hi
2026-07-11 20:53:30 | INFO     | jarvis | process_message:80 | Processing message: hello
2026-07-11 20:53:44 | INFO     | jarvis | process_message:80 | Processing message: can you create a new directory called new_web_app
2026-07-11 20:53:44 | INFO     | jarvis | send_message:154 | Processing user message: can you create a new directory called new_web_app
2026-07-11 20:54:07 | INFO     | jarvis | close:277 | Chat manager closed
2026-07-11 20:54:07 | INFO     | jarvis | close:363 | Jarvis agent closed
2026-07-11 21:08:14 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 21:08:14 | INFO     | jarvis | __init__:75 | Tool registry initialized
2026-07-11 21:08:14 | INFO     | jarvis | __init__:35 | Project manager initialized with workspace: /home/edb
2026-07-11 21:08:14 | INFO     | jarvis | load_projects:227 | Loaded 29 projects from workspace
2026-07-11 21:08:14 | INFO     | jarvis | __init__:23 | File manager initialized with workspace: /home/edb
2026-07-11 21:08:14 | INFO     | jarvis | __init__:62 | Command manager initialized with workspace: /home/edb
2026-07-11 21:08:14 | INFO     | jarvis | __init__:25 | Search manager initialized with workspace: /home/edb
2026-07-11 21:08:14 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 21:08:14 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 21:08:14 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb
2026-07-11 21:08:14 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:08:14 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb
2026-07-11 21:08:14 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:08:14 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 21:08:24 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 21:08:24 | INFO     | jarvis | __init__:75 | Tool registry initialized
2026-07-11 21:08:24 | INFO     | jarvis | __init__:35 | Project manager initialized with workspace: /home/edb
2026-07-11 21:08:24 | INFO     | jarvis | load_projects:227 | Loaded 29 projects from workspace
2026-07-11 21:08:24 | INFO     | jarvis | __init__:23 | File manager initialized with workspace: /home/edb
2026-07-11 21:08:24 | INFO     | jarvis | __init__:62 | Command manager initialized with workspace: /home/edb
2026-07-11 21:08:24 | INFO     | jarvis | __init__:25 | Search manager initialized with workspace: /home/edb
2026-07-11 21:08:24 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 21:08:24 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 21:08:24 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb
2026-07-11 21:08:24 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:08:24 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb
2026-07-11 21:08:24 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:08:24 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 21:08:24 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/jarvis.db
2026-07-11 21:08:24 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/jarvis.db
2026-07-11 21:08:24 | ERROR    | jarvis | connect:76 | Failed to connect to database: unable to open database file
2026-07-11 21:08:36 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 21:08:36 | INFO     | jarvis | __init__:75 | Tool registry initialized
2026-07-11 21:08:36 | INFO     | jarvis | __init__:35 | Project manager initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:08:36 | INFO     | jarvis | load_projects:227 | Loaded 0 projects from workspace
2026-07-11 21:08:36 | INFO     | jarvis | __init__:23 | File manager initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:08:36 | INFO     | jarvis | __init__:62 | Command manager initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:08:36 | INFO     | jarvis | __init__:25 | Search manager initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:08:36 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 21:08:36 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 21:08:36 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:08:36 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:08:36 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:08:36 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:08:36 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 21:08:36 | INFO     | jarvis | __init__:66 | Database initialized at: /tmp/jarvis-assistant-check/jarvis.db
2026-07-11 21:08:36 | INFO     | jarvis | __init__:66 | Database initialized at: /tmp/jarvis-assistant-check/jarvis.db
2026-07-11 21:08:36 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 21:08:36 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 21:08:36 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:08:36 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:08:36 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 21:08:36 | INFO     | jarvis | __init__:66 | Database initialized at: /tmp/jarvis-assistant-check/jarvis.db
2026-07-11 21:08:36 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 21:08:36 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 21:08:36 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-11 21:08:36 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 21:09:19 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 21:09:19 | INFO     | jarvis | __init__:75 | Tool registry initialized
2026-07-11 21:09:19 | INFO     | jarvis | __init__:35 | Project manager initialized with workspace: /home/edb
2026-07-11 21:09:19 | INFO     | jarvis | load_projects:227 | Loaded 29 projects from workspace
2026-07-11 21:09:19 | INFO     | jarvis | __init__:23 | File manager initialized with workspace: /home/edb
2026-07-11 21:09:19 | INFO     | jarvis | __init__:62 | Command manager initialized with workspace: /home/edb
2026-07-11 21:09:19 | INFO     | jarvis | __init__:25 | Search manager initialized with workspace: /home/edb
2026-07-11 21:09:19 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 21:09:19 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 21:09:19 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb
2026-07-11 21:09:19 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:09:19 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb
2026-07-11 21:09:19 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:09:19 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 21:09:32 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 21:09:32 | INFO     | jarvis | __init__:75 | Tool registry initialized
2026-07-11 21:09:32 | INFO     | jarvis | __init__:35 | Project manager initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:09:32 | INFO     | jarvis | load_projects:227 | Loaded 0 projects from workspace
2026-07-11 21:09:32 | INFO     | jarvis | __init__:23 | File manager initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:09:32 | INFO     | jarvis | __init__:62 | Command manager initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:09:32 | INFO     | jarvis | __init__:25 | Search manager initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:09:32 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 21:09:32 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 21:09:32 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:09:32 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:09:32 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:09:32 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:09:32 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 21:09:32 | INFO     | jarvis | __init__:66 | Database initialized at: /tmp/jarvis-assistant-check/jarvis.db
2026-07-11 21:09:32 | INFO     | jarvis | __init__:66 | Database initialized at: /tmp/jarvis-assistant-check/jarvis.db
2026-07-11 21:09:32 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 21:09:32 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 21:09:32 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:09:32 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:09:32 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 21:09:32 | INFO     | jarvis | __init__:66 | Database initialized at: /tmp/jarvis-assistant-check/jarvis.db
2026-07-11 21:09:32 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 21:09:32 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 21:09:32 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-11 21:09:32 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 21:10:36 | ERROR    | jarvis | check_connection:85 | Error checking Ollama connection: 
2026-07-11 21:11:32 | ERROR    | jarvis | check_connection:85 | Error checking Ollama connection: 
2026-07-11 21:11:34 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 21:11:34 | INFO     | jarvis | __init__:75 | Tool registry initialized
2026-07-11 21:11:34 | INFO     | jarvis | __init__:35 | Project manager initialized with workspace: /home/edb
2026-07-11 21:11:34 | INFO     | jarvis | load_projects:227 | Loaded 29 projects from workspace
2026-07-11 21:11:34 | INFO     | jarvis | __init__:23 | File manager initialized with workspace: /home/edb
2026-07-11 21:11:34 | INFO     | jarvis | __init__:62 | Command manager initialized with workspace: /home/edb
2026-07-11 21:11:34 | INFO     | jarvis | __init__:25 | Search manager initialized with workspace: /home/edb
2026-07-11 21:11:34 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 21:11:34 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 21:11:34 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb
2026-07-11 21:11:34 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:11:34 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb
2026-07-11 21:11:34 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:11:34 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 21:11:34 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/jarvis.db
2026-07-11 21:11:34 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/jarvis.db
2026-07-11 21:11:35 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 21:11:35 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 21:11:35 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb
2026-07-11 21:11:35 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:11:35 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 21:11:35 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/jarvis.db
2026-07-11 21:11:35 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 21:11:35 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 21:11:35 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-11 21:11:35 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 21:11:35 | INFO     | jarvis | check_connection:77 | Ollama connection successful
2026-07-11 21:11:35 | INFO     | jarvis | list_models:100 | Available models: ['tinyllama:latest', 'llama2:latest', 'qwen2.5-coder:7b']
2026-07-11 21:11:35 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 21:11:35 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 21:11:35 | INFO     | jarvis | load_projects:227 | Loaded 29 projects from workspace
2026-07-11 21:11:35 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 21:11:35 | INFO     | jarvis | __init__:39 | Conversation history initialized (max 50 turns)
2026-07-11 21:11:35 | INFO     | jarvis | __init__:137 | Chat manager initialized
2026-07-11 21:11:35 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb
2026-07-11 21:11:35 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:11:35 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 21:11:35 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/jarvis.db
2026-07-11 21:11:35 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 21:11:35 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 21:11:35 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-11 21:11:35 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/jarvis.db
2026-07-11 21:11:35 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 21:11:35 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 21:11:35 | INFO     | jarvis | __init__:62 | Jarvis agent initialized
2026-07-11 21:11:36 | INFO     | jarvis | process_message:80 | Processing message: hi
2026-07-11 21:11:56 | INFO     | jarvis | process_message:80 | Processing message: create a new project named new_app on the php directory
2026-07-11 21:11:56 | INFO     | jarvis | dispatch:93 | Dispatching tool: create_project
2026-07-11 21:11:56 | INFO     | jarvis | dispatch:122 | Approval required for: create_project
2026-07-11 21:11:56 | INFO     | jarvis | request_approval:46 | Approval requested: create_project (risk: medium)
2026-07-11 21:11:59 | INFO     | jarvis | prompt_approval:99 | User approved: create_project
2026-07-11 21:11:59 | INFO     | jarvis | dispatch:157 | Executing tool: create_project
2026-07-11 21:11:59 | INFO     | jarvis | execute_tool:151 | Executing tool: create_project with args: {'name': 'new_app'}
2026-07-11 21:11:59 | INFO     | jarvis | create_project:89 | Created project directory: /home/edb/new_app
2026-07-11 21:11:59 | INFO     | jarvis | create_project:102 | Project created: new_app
2026-07-11 21:11:59 | INFO     | jarvis | execute_tool:166 | Tool create_project executed: success=True
2026-07-11 21:11:59 | INFO     | jarvis | dispatch:179 | Tool executed: create_project - success=True
2026-07-11 21:13:47 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 21:13:47 | INFO     | jarvis | __init__:75 | Tool registry initialized
2026-07-11 21:13:47 | INFO     | jarvis | __init__:35 | Project manager initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:13:47 | INFO     | jarvis | load_projects:227 | Loaded 0 projects from workspace
2026-07-11 21:13:47 | INFO     | jarvis | __init__:23 | File manager initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:13:47 | INFO     | jarvis | __init__:62 | Command manager initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:13:47 | INFO     | jarvis | __init__:25 | Search manager initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:13:47 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 21:13:47 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 21:13:47 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:13:47 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:13:47 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:13:47 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:13:47 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 21:13:47 | INFO     | jarvis | __init__:66 | Database initialized at: /tmp/jarvis-assistant-check/jarvis.db
2026-07-11 21:13:47 | INFO     | jarvis | __init__:66 | Database initialized at: /tmp/jarvis-assistant-check/jarvis.db
2026-07-11 21:13:47 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 21:13:47 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 21:13:47 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:13:47 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:13:47 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 21:13:47 | INFO     | jarvis | __init__:66 | Database initialized at: /tmp/jarvis-assistant-check/jarvis.db
2026-07-11 21:13:47 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 21:13:47 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 21:13:47 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-11 21:13:55 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 21:13:55 | INFO     | jarvis | __init__:75 | Tool registry initialized
2026-07-11 21:13:55 | INFO     | jarvis | __init__:35 | Project manager initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:13:55 | INFO     | jarvis | load_projects:227 | Loaded 0 projects from workspace
2026-07-11 21:13:55 | INFO     | jarvis | __init__:23 | File manager initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:13:55 | INFO     | jarvis | __init__:62 | Command manager initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:13:55 | INFO     | jarvis | __init__:25 | Search manager initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:13:55 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 21:13:55 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 21:13:55 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:13:55 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:13:55 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:13:55 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:13:55 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 21:13:55 | INFO     | jarvis | __init__:66 | Database initialized at: /tmp/jarvis-assistant-check/jarvis.db
2026-07-11 21:13:55 | INFO     | jarvis | __init__:66 | Database initialized at: /tmp/jarvis-assistant-check/jarvis.db
2026-07-11 21:13:55 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 21:13:55 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 21:13:55 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:13:55 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:13:55 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 21:13:55 | INFO     | jarvis | __init__:66 | Database initialized at: /tmp/jarvis-assistant-check/jarvis.db
2026-07-11 21:13:55 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 21:13:55 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 21:13:55 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-11 21:13:55 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 21:13:55 | INFO     | jarvis | __init__:39 | Conversation history initialized (max 50 turns)
2026-07-11 21:13:55 | INFO     | jarvis | __init__:137 | Chat manager initialized
2026-07-11 21:13:55 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /tmp/jarvis-assistant-check
2026-07-11 21:13:55 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:13:55 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 21:13:55 | INFO     | jarvis | __init__:66 | Database initialized at: /tmp/jarvis-assistant-check/jarvis.db
2026-07-11 21:13:55 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 21:13:55 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 21:13:55 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-11 21:13:55 | INFO     | jarvis | __init__:66 | Database initialized at: /tmp/jarvis-assistant-check/jarvis.db
2026-07-11 21:13:55 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 21:13:55 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 21:13:55 | INFO     | jarvis | __init__:62 | Jarvis agent initialized
2026-07-11 21:13:55 | INFO     | jarvis | process_message_complete:201 | Processing message (complete): create a new project named new_app on the php directory
2026-07-11 21:13:55 | INFO     | jarvis | dispatch:93 | Dispatching tool: create_project
2026-07-11 21:13:55 | INFO     | jarvis | dispatch:122 | Approval required for: create_project
2026-07-11 21:13:55 | INFO     | jarvis | request_approval:46 | Approval requested: create_project (risk: medium)
2026-07-11 21:13:55 | INFO     | jarvis | dispatch:157 | Executing tool: create_project
2026-07-11 21:13:55 | INFO     | jarvis | execute_tool:151 | Executing tool: create_project with args: {'name': 'new_app', 'parent': 'php'}
2026-07-11 21:13:55 | INFO     | jarvis | create_project:89 | Created project directory: /tmp/jarvis-assistant-check/php/new_app
2026-07-11 21:13:55 | INFO     | jarvis | create_project:102 | Project created: php/new_app
2026-07-11 21:13:55 | INFO     | jarvis | execute_tool:166 | Tool create_project executed: success=True
2026-07-11 21:13:55 | INFO     | jarvis | dispatch:179 | Tool executed: create_project - success=True
2026-07-11 21:13:55 | INFO     | jarvis | close:277 | Chat manager closed
2026-07-11 21:13:55 | INFO     | jarvis | close:363 | Jarvis agent closed
2026-07-11 21:41:15 | INFO     | jarvis | close:277 | Chat manager closed
2026-07-11 21:41:15 | INFO     | jarvis | close:363 | Jarvis agent closed
2026-07-11 21:41:29 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 21:41:29 | INFO     | jarvis | __init__:75 | Tool registry initialized
2026-07-11 21:41:29 | INFO     | jarvis | __init__:35 | Project manager initialized with workspace: /home/edb
2026-07-11 21:41:29 | INFO     | jarvis | load_projects:227 | Loaded 30 projects from workspace
2026-07-11 21:41:29 | INFO     | jarvis | __init__:23 | File manager initialized with workspace: /home/edb
2026-07-11 21:41:29 | INFO     | jarvis | __init__:62 | Command manager initialized with workspace: /home/edb
2026-07-11 21:41:29 | INFO     | jarvis | __init__:25 | Search manager initialized with workspace: /home/edb
2026-07-11 21:41:29 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 21:41:29 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 21:41:29 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb
2026-07-11 21:41:29 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:41:29 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb
2026-07-11 21:41:29 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 21:41:29 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 21:41:29 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/jarvis.db
2026-07-11 21:41:29 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/jarvis.db
2026-07-11 21:41:29 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 21:41:29 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 21:41:29 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb
2026-07-11 21:41:29 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
